id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,google_product_category,product_type,age_group,material,shipping_weight
EG-001,EscapeGravity — Science Board Game for Kids 7+,"A physical science board game where kids race to the International Space Station by beating gravity. 35+ real physical challenges, 13 forces to master, 2-6 players, about 30 minutes a game. Comes with 11+ real play objects — toy cars, clay, a frisbee, balls and more — plus 100% original hand-drawn artwork. Zero screens. Made in small batches in India for ages 7 to grandparents.",in stock,new,4999.00 INR,https://deepkids.in/shop,https://deepkids.in/product-eg-box.jpg,"https://deepkids.in/product-eg-play.jpg,https://deepkids.in/product-eg-contents.jpg",DeepKids,Toys & Games > Games > Board Games,Board Games > Educational Board Games,kids,Paper & Card,1.5 kg
